person_id,primary_name,birth_year,death_year,primary_profession
437490,Aleksandr Kopelev,,,actor
451423,Aleksandr Kuznetsov,1928,,actor
467282,Aleksandr Lazarev,1938,2011,actor
2988,Aleksandr Lokshin,1920,1987,"composer,actor"
498677,Aleksandr Lushnikov,,,actor
503791,Aleksandr Machilskiy,1935,2012,"cinematographer,camera_department,director"
528761,Aleksandr Matkovsky,,,actor
532561,Aleksandr Mazalov,,,actor
548067,Aleksandr Menkov,,,actor
554401,Aleksandr Mikhaylov,1961,,actor
571278,Aleksandr Morfov,1960,,"actor,director,writer"
616443,Aleksandr Ostrovskiy,1823,1886,writer
622553,Aleksandr Pan,,,actor
623132,Aleksandr Pankratov-Chyornyy,1949,,"actor,director,producer"
623401,Aleksandr Pantykin,1958,,"composer,actor,music_department"
638550,Aleksandr Peskov,1965,,"actor,assistant_director"
710202,Aleksandr Ryabov,1910,1967,sound_department
724784,Aleksandr Savitsky,,,actor
743144,Aleksandr Shchagin,1898,1959,actor
749595,Aleksandr Shirshov,1914,1987,actor
749608,Aleksandr Shirvindt,1934,,"actor,director,writer"
767701,Aleksandr Solzhenitsyn,1918,2008,"writer,actor"
783509,Aleksandr Stishenok,,,actor
814572,Aleksandr Timoshkin,1962,,actor
828336,Aleksandr Tvardovsky,1910,1971,writer
848992,Aleksandr Vladimirtsov,1911,1987,"music_department,composer"
851764,Aleksandr Voroshilo,1944,,actor
848003,Aleksandr Vyrubov,1882,1962,actor
898789,Aleksandr Zbruev,1938,,actor
903348,Aleksandr Zuev,1964,,"actor,cinematographer"
933967,Aleksandra Drozdova,,,actress
339439,Aleksandra Hamkalo,1988,,actress
427640,Aleksandra Khokhlova,1897,1985,"actress,assistant_director,director"
759865,Aleksandra Slaska,1925,1989,actress
828350,Aleksandra Tverdokhlib,,,actress
898674,Aleksandra Zawieruszanka,1937,,actress
150815,Aleksandre Chkhaidze,,,writer
386658,Aleksandre Imedashvili,1882,1942,actor
217451,Aleksandre Jaliashvili,1905,1981,"actor,assistant_director"
799086,Aleksandre Takaishvili,1895,1958,"actor,writer,director"
24673,Aleksei Ananishnov,1962,,actor
215206,Aleksei Dikij,1889,1955,actor
418116,Aleksei Katyshev,1949,2006,actor
447812,Aleksei Krymov,1948,2012,actor
499353,Aleksei Lyarsky,1923,1943,actor
591994,Aleksei Nesterov,,,actor
761498,Aleksei Smirnov,1920,1979,actor
892930,Aleksei Yershov,,,actor
902742,Aleksei Zubarev,1954,,actor
17345,Aleksey Alekseev,1915,1998,actor
57958,Aleksey Batalov,1928,2017,"actor,writer,director"
114240,Aleksey Buldakov,1951,2019,actor
305632,Aleksey Glazyrin,1922,1971,actor
323042,Aleksey Gribov,1902,1977,actor
330629,Aleksey Guskov,1958,,"actor,producer"
440563,Aleksey Konsovskiy,1912,1991,"actor,miscellaneous"
88,Aleksey Korenev,1927,1995,"director,writer,assistant_director"
445347,Aleksey Kravchenko,1969,,actor
509242,Aleksey Makarov,1972,,actor
906478,Aleksey Panin,1977,,actor
640268,Aleksey Petrenko,1938,2017,actor
141389,Aleksey Serebryakov,1964,,"actor,editorial_department"
1045206,Aleksey Strelkov,,,actor
902290,Aleksey Zolotnitskiy,1946,,actor
607878,Aleksije Obradovic,,,"production_manager,writer,producer"
487372,Alen Liveric,1967,,actor
29482,Alena Antalová,1972,,"actress,soundtrack"
403904,Alena Johnston,1949,,actress
554242,Alena Mihulová,1965,,actress
635196,Alena Penz,1949,,"actress,costume_department"
407655,Alena V. Joseph,,,actress
852355,Alena Vránová,1932,,"actress,soundtrack"
847803,Alenka Vipotnik,1943,,actress
905921,Alesandra Durham,,,"actress,producer,animation_department"
723769,Alesandra Saunders,,,miscellaneous
103092,Aleshia Brevard,1937,2017,"actress,miscellaneous"
200676,Alessandra de Rossi,1984,,"actress,soundtrack,writer"
523362,Alessandra Martines,1963,,actress
590087,Alessandra Negrini,1970,,"actress,soundtrack"
86431,Alessandra Vittoria Bocchetti,,,miscellaneous
28393,Alessandro Angelini,,,"director,assistant_director,writer"
69785,Alessandro Benvenuti,1950,,"actor,director,writer"
89342,Alessandro Bommarito,,,make_up_department
181497,Alessandro Cucaro,,,actor
293431,Alessandro Gassmann,1965,,"actor,writer,director"
293829,Alessandro Gatti,,,transportation_department
333716,Alessandro Haber,1947,,"actor,writer,director"
5249,Alessandro Nivola,1972,,"actor,producer,soundtrack"
658030,Alessandro Preziosi,1973,,actor
813445,Alessandro Tiberi,1977,,"actor,miscellaneous"
821417,Alessandro Trapani,,,"assistant_director,casting_department,casting_director"
851055,Alessandro von Norman,,,"production_manager,miscellaneous,producer"
549951,Alessia Merz,1974,,actress
951799,Alessio Bagiardi,,,actor
90236,Alessio Boni,1966,,"actor,director,miscellaneous"
286333,Alessio Galdi,,,camera_department
613420,Alessio Orano,,,actor
822702,Alessio Trevisani,,,miscellaneous
444109,Alette Kraan,,,"costume_designer,costume_department"
441188,Alev Koral,1931,2005,"actress,miscellaneous"
997040,Alex,,,actor
17620,Alex Alexander,1898,1983,"music_department,composer,producer"
28750,Álex Angulo,1953,2014,"actor,producer"
61220,Alex Beaton,,,"miscellaneous,production_manager"
584646,Alex Both Nacsa,,,actor
102203,Alex Brendemühl,1972,,"actor,writer,director"
125908,Alex Campbell,,,"producer,miscellaneous,camera_department"
1046659,Alex Carter,,,special_effects
137353,Alex Cassiers,1936,2012,actor
147092,Alex Chavez,,,actor
149191,Alex Chew,,,"actor,sound_department"
167769,Alex Contreras,,,"miscellaneous,actor"
170520,Alex Cord,1933,,actor
178286,Alex Cressan,,,actor
485633,Alex D. Linz,1989,,actor
200517,Alex de Renzy,1935,2001,"director,producer,cinematographer"
202751,Alex DeBoe,,,actor
204973,Alex Del Rosario,,,"actor,miscellaneous"
209794,Alex Descas,1958,,actor
215794,Alex Dimitriades,1973,,actor
229596,Alex Duncan,,,actor
237847,Alex Egan,,,camera_department
259223,Alex Ferns,1968,,"actor,producer"
265101,Alex Fisher,,,actor
270013,Alex Fong,1963,,"actor,camera_department"
296390,Alex Gelman,,,director
311518,Álex González,,,actor
312863,Alex Gordon,1961,,"sound_department,producer,music_department"
314561,Alex Gotfryd,,,miscellaneous
316539,Alex Graham,1953,,"producer,editor"
374007,Alex Horn,1961,,actor
375753,Alex House,1986,,actor
383604,Alex Hyde,1898,1956,"music_department,soundtrack"
383687,Alex Hyde-White,1959,,"actor,producer,director"
401206,Alex Joganic,1991,,actor
411556,Alex Kahan,,,"camera_department,miscellaneous"
431270,Alex Kingston,,,actress
433709,Alex Klaasen,1976,,"actor,writer"
797611,Alex Krogh Sørensen,,,"camera_department,miscellaneous,editor"
451148,Alex Kutschera,,,"art_department,actor,miscellaneous"
465124,Alex Laurier,,,actor
483286,Alex Leimone,,,"assistant_director,miscellaneous,production_manager"
1043604,Alex Lewis,,,
477819,Alex Man,1957,,"actor,soundtrack"
515751,Alex March,1921,1989,"director,producer,actor"
528452,Alex Mathieson,,,actor
928316,Alex Mcardle,,,miscellaneous
533447,Alex McArthur,1957,,"actor,cinematographer"
534831,Alex McClain,,,miscellaneous
5200,Alex Meneses,1965,,"actress,producer"
998773,Alex Miller,,,
127294,Alex Monty Canawati,,,"director,writer,actor"
569372,Alex Moradian,,,visual_effects
577022,Alex Mozdzynski,,,actor
595393,Alex Nicol,1916,2001,"actor,director,producer"
605302,Alex O'Dogherty,1973,,"actor,soundtrack,music_department"
619711,Alex Paez,1963,,actor
621704,Alex Palmer,1973,,"actor,sound_department"
623768,Alex Papana,1905,1946,actor
626090,Alex Parkhurst,,,miscellaneous
635731,Álex Perea,1989,,actor
950456,Alex Pigman,,,miscellaneous
659549,Alex Procopio,1970,,actor
667299,Alex Ragozzino,,,"actor,cinematographer,assistant_director"
674440,Alex Rebar,1940,,"actor,writer,director"
683035,Alex Rice,1972,,actress
692711,Alex Rocco,1936,2015,actor
697375,Alex Roman,,,actor
708914,Alex Russell,1959,,"art_department,actor"
724249,Alex Savage,,,"actor,visual_effects,sound_department"
735139,Alex Scott,1929,2015,actor
744607,Alex Sharp,1921,2008,"actor,stunts,writer"
906538,Alex Stevic,,,actor
793148,Alex Svanbjerg,1972,,actor
802326,Alex Tartaglia,,,"writer,director,actor"
803313,Alex Tavis,1973,,"actor,miscellaneous"
836299,Alex Van Haecke,1948,,actor
859984,Alex van Warmerdam,1952,,"actor,writer,director"
839017,Álex Vargas,,,writer
847138,Alex Vincent,1981,,"actor,sound_department,composer"
848338,Alex Vitale,,,actor
848797,Alex Viviani,,,miscellaneous
857949,Alex Walters,,,actor
859062,Alex Ward,1980,,"editor,producer,editorial_department"
881303,Alex Winitsky,1924,2019,"producer,miscellaneous"
887852,Alex Wright,1975,,actor
1048543,Alex Zsolt,,,
840757,Alexa PenaVega,1988,,"actress,soundtrack,music_department"
666715,Alexa Rae,1980,,"actress,camera_department"
275509,Alexandar Francis-Lynch,1991,,actor
17611,Alexander,,,actor
27271,Alexander Andres,,,"camera_department,cinematographer,location_management"
144962,Alexander Bacan Chapman,,,actor
53679,Alexander Baron,1917,1999,writer
100827,Alexander Braun,,,actor
103030,Alexander Breuer,,,
121203,Alexander Büchner,,,actor
114964,Alexander Buono,,,"cinematographer,director,producer"
124802,Alexander Calzatti,,,"camera_department,cinematographer"
125909,Alexander Campbell,1888,1970,actor
284672,Alexander Chaplin,1971,,"actor,soundtrack"
151653,Alexander Choura,,,actor
336682,Alexander D. Hall,,,"actor,miscellaneous"
206976,Alexander Delvig,,,"location_management,producer"
210659,Alexander Detig,1966,,"editor,director,producer"
239320,Alexander Eitner,,,actor
261525,Alexander Fialski,,,actor
289105,Alexander Gaona,,,stunts
289439,Alexander Garcia,,,"editorial_department,editor"
317217,Alexander Granach,1893,1945,actor
160883,Alexander H. Cohen,1920,2000,"producer,miscellaneous,actor"
334123,Alexander Hacohen,,,producer
381478,Alexander Hunter,,,special_effects
400227,Alexander Jhin,1979,,actor
3464,Alexander Jovy,1971,,"director,producer,actor"
409467,Alexander Juncker,,,"camera_department,art_department"
434701,Alexander Kleiser,,,"sound_department,camera_department"
435768,Alexander Klymko,,,"producer,camera_department,sound_department"
437012,Alexander Knox,1907,1995,"actor,writer,director"
437624,Alexander Koch,,,actor
440383,Alexander Koning-Winqvist,1987,,soundtrack
482977,Alexander Lilov,,,actor
487597,Alexander Lix,1899,,writer
511608,Alexander Maly,,,actor
616888,Alexander Ott,1987,,"actor,writer"
636550,Alexander Perkins,,,"actor,miscellaneous"
1037141,Alexander Petrov,,,
650953,Alexander Polinsky,1974,,"actor,writer,producer"
3340,Alexander Rannie,,,"composer,music_department,miscellaneous"
493411,Alexander Rei Lo,,,"actor,stunts,miscellaneous"
699764,Alexander Rose,,,"actor,writer"
711996,Alexander Saal,,2018,"sound_department,music_department"
727256,Alexander Scheer,1976,,"actor,soundtrack,director"
2218,Alexander Scherer,,,"director,writer,producer"
728149,Alexander Schieferdecker,,,actor
751551,Alexander Siddig,1965,,"actor,director,soundtrack"
2902,Alexander Skarsgård,1976,,"actor,producer,writer"
765763,Alexander Soames,,,actor
766499,Alexander Sokal,,,"art_department,transportation_department"
788234,Alexander Stuart,,,"writer,producer"
950590,Alexander Tolic,,,"actor,location_management,production_manager"
820484,Alexander Townsend,,,assistant_director
849416,Alexander Vogelmann,1964,,actor
852037,Alexander Voulgaris,1981,,"composer,actor,writer"
874307,Alexander Wieser,,,"director,editor,miscellaneous"
1004679,Alexandra,,,actress
97045,Alexandra Boyd,,,"actress,director,producer"
97481,Alexandra Boylan,1979,,"actress,producer,writer"
181658,Alexandra Cuervo,,,producer
187398,Alexandra Dahlström,1984,,"actress,director,writer"
131597,Alexandra Farah Carlstrom,,,actress
263343,Alexandra Finder,1977,,actress
273490,Alexandra Foucard,,,"actress,writer,casting_director"
344144,Alexandra Harlan,,,actress
350993,Alexandra Hay,1947,1993,actress
355981,Alexandra Helmig,1975,,"actress,writer,producer"
386246,Alexandra Iliopoulou,,,editorial_department
401786,Alexandra Johnes,,,"producer,actress,production_manager"
409092,Alexandra Juhasz,,,"producer,director,actress"
413681,Alexandra Kamp,1966,,actress
435666,Alexandra Kluge,1937,2017,"actress,writer"
437625,Alexandra Koch,,,"production_manager,miscellaneous"
442137,Alexandra Kosevic,,,"production_manager,miscellaneous,producer"
458150,Alexandra Lamy,1971,,"actress,writer,cinematographer"
474787,Alexandra Lencastre,1965,,actress
490861,Alexandra Long,,,"producer,actress,miscellaneous"
461820,Alexandra Maria Lara,1978,,actress
571317,Alexandra Morgan,,,actress
590567,Alexandra Neldel,1976,,actress
575,Alexandra Paul,1963,,"actress,producer,writer"
643573,Alexandra Pic,,,"actress,writer,director"
655957,Alexandra Powers,1967,,actress
662090,Alexandra Purvis,1988,,actress
730053,Alexandra Schmitt,1861,,actress
772144,Alexandra Spetchinsky,,,actress
1029612,Alexandra Stewart,,,producer
881302,Alexandra Winisky,,,actress
2176,Alexandre Arcady,1947,,"producer,writer,director"
92169,Alexandre Borges,1966,,"actor,producer,art_department"
127390,Alexandre Cauderlier,1984,,"stunts,actor,miscellaneous"
453262,Alexandre de La Patellière,1971,,"writer,producer,miscellaneous"
199309,Alexandre De Lorimier,,,camera_department
413352,Alexandre Kamenka,1888,1969,"producer,production_manager,art_director"
1035719,Alexandre Lochakoff,,,"production_designer,art_director,set_decorator"
503594,Alexandre Machado,,,"writer,producer,music_department"
570748,Alexandre Moreno,1969,,actor
609956,Alexandre Oklan,,,actor
646639,Alexandre Pinto,1981,,actor
711416,Alexandre Régis,1964,,actor
1028172,Alexandre Rodrigues,,,editorial_department
1043725,Alexandre Simas,,,
765780,Alexandre Soares,1958,,"composer,actor"
131064,Alexandria Carlisle,1886,1936,actress
12861,Alexandrine Agostini,,,"actress,casting_department"
35992,Alexandru Arsinel,1939,,actor
648734,Alexandru Virgil Platon,1933,2020,actor
6926,Alexia Landeau,1975,,"actress,writer"
809570,Alexia Thomas,,,actress
8150,Alexis Abdinoor,,,actress
17623,Alexis Alexander,,,actress
29763,Alexis Anthopoulos,,,actor
793,Alexis Arquette,1969,2016,"actress,art_department,producer"
84158,Alexis Bledel,1981,,"actress,soundtrack,producer"
137081,Alexis Cassar,,,"actor,art_department"
301274,Alexis Gignoux,,,actor
312607,Alexis Gootrad,,,visual_effects
404466,Alexis Jolis-Désautels,,,actor
492744,Alexis Loret,1975,,actor
503182,Alexis MacDonald-Smith,,,actress
521950,Alexis Martin,,,"costume_department,make_up_department"
761713,Alexis Smith,,,"composer,music_department,soundtrack"
936600,Alexis Vera,,,actress
401989,Alexz Johnson,1986,,"actress,soundtrack,music_department"
18658,Alf Algestam,,,art_department
85883,Alf Blütecher,1880,1959,actor
433620,Alf Kjellin,1920,1988,"director,actor,writer"
25318,Alfa K. Anderson,1946,,actress
618109,Alfie Allen,1986,,actor
761715,Alfie Smith,,,art_department
5647,Alfio Contini,1927,2020,"cinematographer,camera_department,special_effects"
457883,Alfio Lamoratta,,,"camera_department,transportation_department"
384248,Alfons Häußlein,,,make_up_department
413020,Alfons Kalpaks,1927,2004,actor
778,Alfonso Arau,1932,,"actor,director,writer"
72639,Alfonso Bernal,,,actor
73888,Alfonso Berridi,,,"art_department,art_director"
67126,Alfonso de Benavides,,,"director,writer,actor"
278281,Alfonso Freeman,1959,,"actor,miscellaneous,editorial_department"
279202,Alfonso Frenguelli,,,cinematographer
317218,Alfonso Granada,,,actor
360361,Alfonso Herrera,,,actor
373798,Alfonso Horcasitas,,,make_up_department
720763,Alfonso J. Santiago,,,art_department
407456,Alfonso Jorge,,,actor
516343,Alfonso Marcos,,,"music_department,actor,sound_department"
588505,Alfonso Navarro,,,"actor,miscellaneous"
5789,Alfonso Nieva,,,"cinematographer,camera_department,director"
913346,Alfonso Ródenas,,,sound_department
796812,Alfonso Sánchez,,,transportation_department
818944,Alfonso Torregrosa,1959,,actor
826094,Alfonso Tudela,,,actor
5545,Alfre Woodard,1952,,"actress,producer,soundtrack"
2153,Alfred Abel,1879,1937,"actor,director,miscellaneous"
10323,Alfred Adam,1908,1982,"actor,writer,soundtrack"
221654,Alfred Dorfer,1961,,"writer,producer,actor"
236236,Alfred Edel,1932,1993,actor
341707,Alfred Hansen,1885,1935,cinematographer
347447,Alfred Harth,,,"composer,music_department"
362992,Alfred Hiebner,,,"camera_department,art_department,set_decorator"
33,Alfred Hitchcock,1899,1980,"director,producer,actor"
425456,Alfred Kern,,,actor
458001,Alfred Lampel,,,"director,writer"
493251,Alfred Lot,,,"producer,director,assistant_director"
497961,Alfred Lundgren,,,actor
498304,Alfred Lunt,1892,1977,actor
499653,Alfred Lynch,1931,2003,actor
519026,Alfred Marks,1921,1996,"actor,soundtrack"
530784,Alfred Maurstad,1896,1967,"actor,director,soundtrack"
547,Alfred Molina,1953,,"actor,producer,soundtrack"
582354,Alfred Muzzarelli,1890,1958,actor
664513,Alfred Quillet,,,actor
665807,Alfred Raboch,1888,1961,"assistant_director,director,actor"
671893,Alfred Rasser,1907,1977,"actor,writer,director"
677831,Alfred Reimers,,,"cinematographer,camera_department"
787382,Alfred Strobl,,,"producer,production_manager,location_management"
787399,Alfred Strocchio,,,actor
864217,Alfred Webster,,1947,actor
13118,Alfredo Aguilar,,,"actor,miscellaneous,camera_department"
16804,Alfredo Alcón,1930,2014,actor
18494,Alfredo Alfonso,,,actor
954704,Alfredo Amato,,,miscellaneous
136476,Alfredo Casero,1962,,"actor,writer,soundtrack"
922263,Alfredo Castro,1955,,"actor,writer,soundtrack"
138809,Alfredo Catalani,1854,1893,"soundtrack,music_department"
154271,Alfredo Cifariello,,,
214717,Alfredo del Diestro,1885,1951,"actor,director,writer"
385632,Alfredo Iglesias,,,"production_designer,art_director,costume_designer"
458497,Alfredo Landa,1933,2013,"actor,miscellaneous,soundtrack"
523409,Alfredo Martinez,,,make_up_department
532257,Alfredo Mayo,1911,1985,actor
558923,Alfredo Mingione,,,actor
559597,Alfredo Miralles,,,writer
607583,Alfredo Obarrio,,,actor
697989,Alfredo Romero,,,actor
699622,Alfredo Rosas,,,"actor,cinematographer,editor"
740622,Alfredo Sepulveda,,,camera_department
413826,Alghabid Kanakan,,,actor
33667,Algis Arlauskas,1957,,"actor,director,writer"
1023755,Ali,,,actor
13748,Ali Ahmed,,,actor
33179,Ali Arh,,,actor
38595,Ali Atashkar,,,actor
57815,Ali Bastian,1982,,actress
90199,Ali Bongo,1929,2009,"miscellaneous,actor"
125911,Ali Campbell,1959,,"soundtrack,actor"
204149,Ali Dehkordi,,,actor
253392,Ali Farahbod,,,actor
364772,Ali Hillis,1978,,"actress,soundtrack,producer"
398848,Ali Jennings,,,"soundtrack,actress,writer"
420030,Ali Kazim,1973,,"actor,director,assistant_director"
5605,Ali Kazimi,,,"cinematographer,director,producer"
5095,Ali Landry Monteverde,1973,,"actress,producer"
5100,Ali Larter,1976,,"actress,music_department,producer"
503488,Ali MacGraw,1939,,"actress,producer,soundtrack"
505553,Ali Madani,,,actress
574796,Ali Mosaffa,1966,,"actor,producer,director"
576559,Ali Moussauli,,,actor
587711,Ali Nassirian,1935,,"actor,writer"
656183,Ali Poyrazoglu,1946,,"actor,director,writer"
664184,Ali Quereshi,,,actor
569106,Ali Reza Shoja'noori,,,"producer,actor,assistant_director"
1007185,Ali Sheikh,,,
791377,Ali Sunal,,,"actor,writer,production_designer"
792014,Ali Sürmeli,1959,,"actor,soundtrack"
745589,Alia Shawkat,1989,,"actress,producer,soundtrack"
12576,Aliagha Aghayev,1913,1983,actor
954143,Alián Hernández,,,editor
24406,Alice Amter,,,"actress,producer"
34791,Alice Arno,1946,,actress
52385,Alice Barker,1912,2016,actress
98809,Alice Brady,1892,1939,"actress,soundtrack"
99028,Alice Braga,1983,,"actress,producer,director"
4818,Alice Cooper,1948,,"soundtrack,actor,composer"
188103,Alice Dalgarno,1916,1999,miscellaneous
917513,Alice De Graef,1930,2002,actress
213067,Alice Diabo,,2002,actress
226202,Alice Drouhin,,,actress
203509,Alice Dwyer,1988,,"actress,soundtrack"
249108,Alice Evans,,,actress
255856,Alice Faye,1915,1998,"soundtrack,actress"
312866,Alice Gordon,1879,,actress
358419,Alice Henty,,,"producer,production_manager,miscellaneous"
368674,Alice Hoffmann,1951,,"actress,producer"
383720,Alice Hygoulin,,,actress
408551,Alice Joyce,1890,1955,actress
417558,Alice Kastrup,,,actress
483327,Alice Lin,,,"actress,miscellaneous"
494623,Alice Lowe,,,costume_department
499939,Alice Lyndon,1873,1949,actress
532622,Alice Mazelet,,,miscellaneous
559629,Alice Miranda,1931,,actress
606580,Alice O'Neill,1892,1966,costume_designer
675986,Alice Rees,,,actress
796002,Alice Szellay,1914,1990,actress
921617,Alice Taglioni,1976,,"actress,soundtrack,director"
807195,Alice Terry,1900,1987,"actress,director"
815071,Alice Tisdale,,,actress
815167,Alice Tissot,1890,1971,actress
871338,Alice White,1904,1983,"actress,soundtrack,script_department"
380980,Alice Zhang Hung,,,actress
123240,Alicia Calaway,1968,,actress
610590,Alicia E. Oleszczuk,,,producer
139627,Alicia F. Cavada,,,stunts
930817,Alicia Fulford-Wierzbicki,,,actress
312685,Alicia Goranson,1974,,"actress,writer,soundtrack"
364619,Alicia Hiller,,,"actress,miscellaneous"
383605,Alicia Hyde,,,actress
878633,Alicia Leigh Willis,1978,,actress
694620,Alicia Rodríguez,1935,,actress
224,Alicia Silverstone,1976,,"actress,producer,soundtrack"
764781,Alicia Smolen,1963,,miscellaneous
835291,Alicia Van Couvering,1982,,"producer,production_manager,miscellaneous"
1859,Alicia Witt,1975,,"actress,soundtrack,music_department"
43512,Alicja Bachleda,1983,,"actress,soundtrack"
834539,Alida Valli,1921,2006,"actress,soundtrack,director"
36780,Alik Asatryan,1960,,"director,actor,writer"
2396,Alik Sakharov,1959,,"cinematographer,director,producer"
852017,Aliki Vougiouklaki,1934,1996,"actress,soundtrack,writer"
1014409,Alin Alexandru Caravia,,,editor
694621,Alina Rodríguez,1951,2015,actress
944365,Alina Rogovoy,,,actress
957453,Aline Cintra,,,"talent_agent,actress,producer"
452709,Aline Küppenheim,1969,,actress
505051,Aline MacMahon,1899,1991,"actress,soundtrack"
19010,Alisa,,,actress
269940,Alisa Fomina,,,"costume_designer,actress"
278938,Alisa Freyndlikh,1934,,"actress,music_department"
336271,Alisa Hale,,,editorial_department
879295,Alisa Wilson,,,"actress,soundtrack"
223869,Alisen Down,1976,,actress
433895,Alisha Klass,1972,,"actress,miscellaneous"
736985,Alisha Seaton,1976,,"actress,casting_director,costume_department"
69205,Alison Benson,,,"producer,miscellaneous"
179612,Alison Crosbie,,,"casting_department,casting_director,miscellaneous"
204016,Alison DeGrassi,,,art_department
221277,Alison Doody,1966,,actress
2622,Alison E. McBryde,1971,,"casting_department,casting_director,producer"
2054,Alison Eastwood,1972,,"actress,producer,director"
241384,Alison Elliott,1959,,actress
269804,Alison Folland,1978,,"actress,director,writer"
291694,Alison Garland,,,actress
295489,Alison Gee,,,"producer,miscellaneous"
348107,Alison Harvey,,,"art_department,set_decorator,art_director"
471966,Alison Lees-Taylor,,,actress
472495,Alison Leggatt,1904,1990,"actress,soundtrack"
481754,Alison Liddle,,,"production_manager,miscellaneous,location_management"
489903,Alison Lohman,1979,,actress
626592,Alison Parr,,,actress
626714,Alison Parraco,,,"miscellaneous,visual_effects,art_department"
633730,Alison Peline,,,actress
645549,Alison Pill,1985,,"actress,soundtrack"
688282,Alison Riva,,,"production_designer,art_department,art_director"
734900,Alison Sclander,,,actress
777511,Alison Steadman,1946,,"actress,soundtrack,writer"
782877,Alison Stewart-Richardson,,,"art_department,set_decorator,art_director"
853380,Alison Waddell,,,actress
8448,Alistair Abell,,,"actor,casting_department,producer"
156573,Alistair Clarke,,,"director,producer,miscellaneous"
849280,Alistair Vogan,,,"miscellaneous,script_department,assistant_director"
855446,Alistair Walker,1969,,actor
693625,Alito Rodgers,,,actor
207029,Alix De Maistre,,,"director,writer,script_department"
979896,Aliyah Kolf,,,
11302,Aliza Adar,1948,,actress
192720,Alki David,1968,,"producer,actor,director"
443122,Alkis Kourkoulos,1967,,actor
622607,Alkis Panagiotidis,,,actor
207438,Alla Demidova,1936,,actress
462120,Alla Larionova,1931,2000,actress
589073,Alla Nazimova,1879,1945,"actress,producer,writer"
661137,Alla Pugacheva,1949,,"soundtrack,actress,composer"
30791,Allan A. Apone,1953,,"make_up_department,costume_department,actor"
11485,Allan Adebisi,,,actor
32073,Allan Arbus,1918,2013,"actor,soundtrack"
70225,Allan Berendt,,,actor
98709,Allan Bradshaw,,,"transportation_department,miscellaneous"
162056,Allan Cole,1943,2019,"writer,miscellaneous,actor"
170811,Allan Corduner,1950,,"actor,producer,soundtrack"
201674,Allan De Waal,1938,2012,"actor,director,writer"
236996,Allan Edwall,1924,1997,"actor,writer,soundtrack"
433225,Allan F. Kitchel Jr.,,,writer
350492,Allan Hawco,1977,,"actor,writer,producer"
397830,Allan Jeayes,1885,1963,actor
404780,Allan Jones,1907,1992,"actor,soundtrack"
418127,Allan Katz,,,"producer,writer,director"
459309,Allan Lane,1909,1973,"actor,soundtrack,producer"
506817,Allan Magee,,,"miscellaneous,producer,script_department"
551076,Allan Meuse,1951,2010,"special_effects,art_department"
557621,Allan Mills,,,actor
611755,Allan Olsen,1960,,actor
654759,Allan R. Potter,,,"editor,sound_department"
760925,Allan Small,,,"soundtrack,composer"
826768,Allan Tuppurainen,1951,,"soundtrack,actor,writer"
892044,Allan Yates,,,"animation_department,miscellaneous"
707471,Allelon Ruggiero,1971,,"actor,director"
53678,Allen Baron,1927,,"director,writer,actor"
907370,Allen Crowe,,,"writer,script_department,producer"
217409,Allen Dizon,,,"actor,producer"
6436,Allen E. Taylor,,,"miscellaneous,producer,executive"
249110,Allen Evans,,,actor
291467,Allen Garfield,1939,2020,"actor,writer,soundtrack"
297993,Allen Gerbino,,,"miscellaneous,stunts,actor"
328811,Allen Guilford,,,"cinematographer,camera_department"
298687,Allen H. Gerstein,,,miscellaneous
346277,Allen Harrison,,,camera_department
651321,Allen J. Polley,,,"art_department,miscellaneous"
416560,Allen Karpe,,,actor
434211,Allen Klein,1931,2009,"producer,miscellaneous,actor"
334614,Allen Lee Haff,1969,,"producer,actor,miscellaneous"
565669,Allen Monroe,,,actor
631258,Allen Payne,1938,,"make_up_department,actor"
744107,Allen Shapiro,,,"producer,miscellaneous,executive"
745599,Allen Shawn,,,composer
911032,Allen Wallace,,,camera_department
870922,Allen Wheelis,1916,2007,writer
892045,Allen Yates,,,actor
1624,Amanda Plummer,1957,,"actress,writer"
37511,Alleppey Ashraf,,,"actor,director,writer"
20574,Allier,,,
20626,Allison,,,actress
58954,Allison Bauer,,,"casting_director,casting_department"
229523,Allison Dunbar,,,actress
238841,Allison Eigert,,,miscellaneous
351394,Allison Hayes,1930,1977,actress
375280,Allison Hossack,1965,,"actress,soundtrack"
5026,Allison Janney,1959,,"actress,soundtrack"
504086,Allison Mack,1982,,"actress,producer,director"
579240,Allison Munn,1974,,"actress,soundtrack"
608491,Allison Odjig,,,actress
640488,Allison Petroff,,,actress
691489,Allison Robinson,,,"actress,writer"
703078,Allison Roth,,,miscellaneous
809575,Allison Thomas,,,"producer,miscellaneous"
871228,Allison Whitbeck,,,actress
876534,Allison Williams,,,actress
120526,Álló Bácsi,,,actor
469103,Allouette LeBlanc,,2009,actress
419591,Ally Kay,,,actress
639,Ally Sheedy,1962,,"actress,producer,soundtrack"
1823,Ally Walker,1961,,"actress,writer,producer"
407968,Allyn Joslyn,1901,1981,"actor,soundtrack"
14152,Alma Aiken,1864,1949,actress
168764,Alma Cookson,,,actress
226694,Alma Du Bus,,,actress
240826,Alma Elizarrarás,,,actress
658065,Alma Prica,1962,,actress
701610,Alma Ross,1916,2008,actress
708917,Alma Russell,,,actress
901668,Alma Zinska,,,actress
